--- START 2025-11-17 19:13:10 ---
2025-11-17 19:13:12,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:13,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:14,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:15,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:16,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:17,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:18,people=1,viol=0
2025-11-17 19:13:19,people=1,viol=0
2025-11-17 19:13:19,people=1,viol=0
2025-11-17 19:13:19,people=1,viol=0
2025-11-17 19:13:19,people=0,viol=0
2025-11-17 19:13:19,people=0,viol=0
2025-11-17 19:13:19,people=1,viol=0
2025-11-17 19:13:19,people=0,viol=0
2025-11-17 19:13:19,people=0,viol=0
2025-11-17 19:13:19,people=0,viol=0
2025-11-17 19:13:19,people=0,viol=0
2025-11-17 19:13:19,people=0,viol=0
2025-11-17 19:13:19,people=0,viol=0
2025-11-17 19:13:19,people=0,viol=0
2025-11-17 19:13:19,people=0,viol=0
2025-11-17 19:13:19,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:20,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:21,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:22,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:23,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:24,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:25,people=0,viol=0
2025-11-17 19:13:26,people=0,viol=0
2025-11-17 19:13:26,people=0,viol=0
2025-11-17 19:13:26,people=0,viol=0
2025-11-17 19:13:26,people=0,viol=0
2025-11-17 19:13:26,people=0,viol=0
2025-11-17 19:13:26,people=0,viol=0
2025-11-17 19:13:26,people=0,viol=0
